id,title,price,thumbnail,duration,description_list,category,rating,likes,created_date,edited,summary,author_id
22,마약계란,2500,blog/2020/12/04/temp_LuegQPD.png,60,"[""계란을 삶아요."", ""양념장을 만들어요."", ""볼에 넣어요.""]","[""Korean""]",0,0,2020-12-04,,"마약계란 만들기, 계란 반숙 삶는법 알려드려요!
출처: https://brunch.co.kr/@ssuujin/68",15
24,서리태 볶음,5000,blog/2020/12/04/temp_rdJ9iP1.png,120,"[""검은콩을 물에 뿔립니다. "", ""에어프라이기를 180분 동안 돌립니다. ""]","[""Korean""]",0,0,2020-12-04,,"에어프라이어 검은콩, 서리태 볶기
출처: https://brunch.co.kr/@ssuujin/74",15
30,감자조림,3000,blog/2020/12/04/temp_Jr6Ojyi.png,60,"[""감자를 썰고, 간장과 물을 섞은 뒤 냄비에 다 넣어 끓여줍니다. "", ""고추를 넣고 물이 없어질때까지 조립니다. ""]","[""Korean""]",0,0,2020-12-04,,"김수미 수미네반찬 감자조림 맛있게 만드는법
출처: https://brunch.co.kr/@ssuujin/50",15
25,전복죽,1990,blog/2020/12/04/temp_M947qqF.png,50,"[""아래의 재료들을 통해 전복죽을 만듭니다. ""]","[""Korean""]",0,0,2020-12-04,,"백종원 전복죽 맛있게 끓이는 방법, 황금레시피
출처: https://brunch.co.kr/@ssuujin/61",15
28,간장국수,1000,blog/2020/12/04/temp_U99LMea.png,15,"[""간장과 깨, 참기름을 넣고 섞어줍니다. "", ""소면을 삶아줍니다. "", ""야채와 함께 다 섞어줍니다. ""]","[""Korean""]",0,0,2020-12-04,,"박막례 할머니 간장국수 레시피 맛있자나~
출처: https://brunch.co.kr/@ssuujin/60",15
26,건새우볶음,5000,blog/2020/12/04/temp_Fo9Epsa.png,30,"[""양념들을 다 넣었으면 잘 섞어서 준비해줍니다."", ""건새우를 양념과 볶아줍니다. ""]","[""Korean""]",0,0,2020-12-04,,"백종원 건새우볶음 만드는방법 간단해요
출처: https://brunch.co.kr/@ssuujin/80",15
33,미숫가루,6000,blog/2020/12/04/temp_C63CQRP.png,5,"[""재료를 준비합니다. "", ""다 섞어줍니다. ""]","[""Korean""]",0,0,2020-12-05,,"미숫가루 맛있게 먹는법 황금비율, 보관법 알아보기
출처: https://brunch.co.kr/@ssuujin/51",15
29,김치 볶음밥,980,blog/2020/12/04/temp_5okcWLx.png,15,"[""파와 김치를 볶아줍니다. "", ""볶아준것에 밥을 함께 섞어줍니다. ""]","[""Korean""]",0,0,2020-12-04,,"백종원 강식당 김치밥 레시피 너무 쉽고 맛있어요
출처: https://brunch.co.kr/@ssuujin/43",15
32,김치전,3000,blog/2020/12/04/temp_PgIse73.png,15,"[""김치를 잘라서 준비하고 나머지 재료도 준비합니다. "", ""다 섞어줍니다. "", ""식용유를 두르고 부칩니다. ""]","[""Korean""]",0,0,2020-12-05,,"백종원 김치전 맛있게 하는 법, 김치부침개
출처: https://brunch.co.kr/@ssuujin/47",15
31,묵은지등갈비찜,3100,blog/2020/12/04/temp_e6VeDVW.png,120,"[""양념장을 만듭니다. "", ""고기를 제웁니다. "", ""김치와 함께 물을 조금 넣어 끓입니다. 요정들이 와서 맛있게 해줄거에여^^""]","[""Korean""]",0,0,2020-12-04,,"수미네반찬 김수미 묵은지등갈비찜 레시피
출처: https://brunch.co.kr/@ssuujin/35",15
34,계란찜,900,blog/2020/12/04/temp_H8ffM2V.png,10,"[""계란을 꺠고 물과 함께 섞어줍니다. "", ""매우 잘 섞고, 대파 송송"", ""전자레인지 5분 돌립니다. ""]","[""Korean""]",0,0,2020-12-05,,"초보자도 쉽게 만드는 전자레인지 계란찜
출처: https://brunch.co.kr/@ssuujin/23",15
35,콘치즈,4300,blog/2020/12/04/temp_VKIl7DO.png,10,"[""콘과 파프리카를 준비합니다. "", ""마요네즈와 치즈를 섞습니다. \n전자레인지에 5분 돌립니다. ""]","[""Korean""]",0,0,2020-12-05,,"맥주안주 전자렌지 콘치즈 만들기
출처: https://brunch.co.kr/@ssuujin/22",15
36,소고기뭇국,2500,blog/2020/12/04/temp_pi2wPAb.png,30,"[""소고기를 참기름과 넣고 볶습니다. \n조금 뒤에 무를 넣어 볶습니다. "", ""물을 넣어줍니다.\n간을 위해 간장과 소금, 다진마늘을 넣습니다.""]","[""Korean""]",0,0,2020-12-05,,"백종원 소고기뭇국 황금레시피
출처: https://brunch.co.kr/@ssuujin/28",15
37,무생채,1000,blog/2020/12/04/temp_xXxFXFU.png,15,"[""무를 썰어줍니다."", ""고추가루, 소금, 간장, 다진마늘과 버무려줍니다."", ""다 버무린 후, 대파를 넣습니다.""]","[""Korean""]",0,0,2020-12-05,,"백종원 무생채 황금레시피
출처: https://brunch.co.kr/@ssuujin/29",15
38,연근조림,2000,blog/2020/12/04/temp_m6uqfHu.png,40,"[""연근을 썰어줍니다."", ""간장과 설틍과 물을 넣고 20분간 조립니다.""]","[""Korean""]",0,0,2020-12-05,,"해바라기씨가 들어간 색다른  만물상 연근조림
출처: https://brunch.co.kr/@ssuujin/26",15
44,옥수수 삶기,1000,blog/2020/12/04/temp_RrhoZou.png,10,"[""랩에 싸서 전자레인지에 7분 돌립니다.""]","[""Korean""]",0,0,2020-12-05,,"초당 옥수수 삶는법 : 전자렌지 옥수수 삶기
출처: https://brunch.co.kr/@ssuujin/45",15
39,호박볶음,1500,blog/2020/12/04/temp_MNnGSw8.png,15,"[""호박을 썰어 냄비에 물 약간과 함께 끓여줍니다. "", ""고추가루, 액젓, 소금, 간장, 깨를 넣고 쫄여줍니다.""]","[""Korean""]",0,0,2020-12-05,,"수미네반찬 레시피 새우젓 호박볶음
출처: https://brunch.co.kr/@ssuujin/25",15
40,감자짜글이,3600,blog/2020/12/04/temp_Viuz2Ao.png,20,"[""양념들을 섞어 양념장을 만들어줍니다."", ""재료를 준비해줍니다."", ""스펨도 으깨줍니다."", ""다 섞어 물과 함께 끓여줍니다.""]","[""Korean""]",0,0,2020-12-05,,"추운날 국물이 생각날때 백종원 감자짜글이
출처:https://brunch.co.kr/@ssuujin/21",15
48,미역줄기볶음,800,blog/2020/12/04/temp_8FMABKU.png,15,"[""미역을 불려준 다음에 다진마늘에 볶아줍니다."", ""다른 야채도 넣고 양념을 넣어 간을 합니다.""]","[""Korean""]",0,0,2020-12-05,,"비린내없이 미역줄기볶음 만드는법
출처: https://brunch.co.kr/@ssuujin/18",15
41,미역국,1600,blog/2020/12/04/temp_4fxFvah.png,30,"[""소고기를 넣고 볶습니다."", ""미역도 볶아요."", ""물을 넣고 끓여요.""]","[""Korean""]",0,0,2020-12-05,,"소고기를 넣은 미역국 맛있게 만드는팁
출처: https://brunch.co.kr/@ssuujin/7",15
45,가지볶음,1300,blog/2020/12/04/temp_AJz43fl.png,20,"[""가지와 양파, 파를 손질해서 살짝 볶아줍니다."", ""양념을 넣고 볶아줍니다."", ""다 볶으면 참기름과 깨를 넣습니다.""]","[""Korean""]",0,0,2020-12-05,,"백종원 가지볶음 황금레시피 간단해요
출처: https://brunch.co.kr/@ssuujin/44",15
42,고추장찌개,1031,blog/2020/12/04/temp_cTRbbBB.png,20,"[""재료를 준비해줍니다."", ""다 넣고 양념을 넣고 볶습니다."", ""물을 넣고 다 끓입니다.""]","[""Korean""]",0,0,2020-12-05,,"국물요리 백종원 고추장찌개 만드는법
출처: ",15
43,단호박 에그슬럿,1300,blog/2020/12/04/temp_q29slkb.png,20,"[""단호박을 아래의 그림처럼 잘라줍니다."", ""계란을 넣습니다."", ""치즈로 덮습니다.""]","[""Korean""]",0,0,2020-12-05,,"SNS에서 난리난 단호박 에그슬럿 밤호박으로 만들어요!
출처: ",15
46,멸치볶음,7163,blog/2020/12/04/temp_pkvf7Cw.png,10,"[""고추를 잘라 소금에 절입니다 (일주일)"", ""양념을 넣고 고추청을 팬에 넣습니다."", ""멸치를 넣고 볶아요.""]","[""Korean""]",0,0,2020-12-05,,"만물상 김가연 멸치볶음 맛있게 만드는법, 고추청 만들기
출처: https://brunch.co.kr/@ssuujin/34",15
51,마약토스트,380,blog/2020/12/04/temp_9LHLCxg.png,15,"[""식빵에 마요네즈를 짜고 그 안에 계란을 넣습니다."", ""오븐/전자레인지에 넣습니다.""]","[""Korean""]",0,0,2020-12-05,,"SNS 인기인 마약토스트 만들기
출처: https://brunch.co.kr/@ssuujin/4",15
47,어묵볶음,2578,blog/2020/12/04/temp_zL0YtAv.png,30,"[""어묵과 다진마늘을 볶습니다."", ""간장을 넣고 나머지 양념도 넣습니다."", ""나머지 채소도 넣습니다.""]","[""Korean""]",0,0,2020-12-05,,"백종원 어묵볶음 맛있게 만드는법, 오뎅볶음 황금레시피
출처: https://brunch.co.kr/@ssuujin/24",15
49,가지볶음,1500,blog/2020/12/04/temp_a6RR2e1.png,20,"[""가지를 소금에 절입니다."", ""그 동안 양념장을 만듭니다."", ""양파랑 가지를 볶기 시작하고 양념을 넣고 파프리카를 넣습니다.""]","[""Korean""]",0,0,2020-12-05,,"가지볶음 하는법 어렵지 않아요
출처: https://brunch.co.kr/@ssuujin/16",15
50,오이볶음,1500,blog/2020/12/04/temp_yIwfjt4.png,25,"[""오이를 소금에 절입니다. "", ""물기를 짜주고 다른 재료들을 넣고 섞어줍니다. ""]","[""Korean""]",0,0,2020-12-05,,"간단반찬 맛있는 오이볶음 만들기
출처: ",15
53,순두부찌개,3000,blog/2020/12/04/temp_2KgALp6.png,30,"[""파와 양파를 볶다가 고기를 볶습니다. "", ""양념을 넣고 볶습니다."", ""볶아놓은 양념장 1큰술에 물을 넣고 두부를 넣고 끓입니다.""]","[""Korean""]",0,0,2020-12-05,,"집밥백선생 백종원 순두부찌개 양념장, 순두부찌개 맛있게 끓이는법
출처: https://greensnakediary.tistory.com/60",15
52,콩나물찌개,3500,blog/2020/12/04/temp_vs8dw5i.png,20,"[""파를 볶고 고기도 볶습니다."", ""양념을 넣습니다."", ""콩나물을 넣고 물을 넣고 끓입니다.""]","[""Korean""]",0,0,2020-12-05,,출처: https://greensnakediary.tistory.com/12,15
54,제육볶음,3063,blog/2020/12/04/temp_3o1xQmN.png,25,"[""고기를 볶다가 대파를 넣어줍니다."", ""양념을 넣습니다."", ""야채를 넣고 볶스비다.""]","[""Korean""]",0,0,2020-12-05,,https://greensnakediary.tistory.com/281,15
55,계란찜,0,blog/2020/12/04/temp_iMRa4E9.png,15,"[""계란을 풀고 소금을 넣어줍니다."", ""약불에 올려놓고 간혹 섞어줍니다.""]","[""Korean""]",0,0,2020-12-05,,https://greensnakediary.tistory.com/9,15
56,닭볶음탕,4000,blog/2020/12/04/temp_75Hum9D.png,60,"[""닭을 삶는다."", ""다진마늘과 야채들을 넣고 끓여준다."", ""양념을 넣고 졸인다.""]","[""Korean""]",0,0,2020-12-05,,https://greensnakediary.tistory.com/203,15
57,칠리새우,6580,blog/2020/12/04/temp_6i0sNc9.png,15,"[""재료를 손질합니다."", ""양념장을 만듭니다."", ""다 볶아줍니다.""]","[""Korean""]",0,0,2020-12-05,,출처: https://blog.naver.com/cutesiwoo/221136640185,15
58,콩나물밥,3000,blog/2020/12/04/temp_qQ58X8X.png,10,"[""양념장을 만들어줍니다."", ""콩나물을 삶아요."", ""밥 위에 콩나물을 얹어요.""]","[""Korean""]",0,0,2020-12-05,,https://blog.naver.com/cutesiwoo/220650941514,15
59,통새우 볶음밥,2000,blog/2020/12/04/temp_YrUEM2N.png,10,"[""봉지를 뜯고,"", ""볶아줍니다 ^^""]","[""Korean""]",0,0,2020-12-05,,https://m.blog.naver.com/PostView.nhn?blogId=jstory22&logNo=221133996089&proxyReferer=https:%2F%2Fwww.google.com%2F,15
69,닭가슴살 볶음밥 그라탕,4560,blog/2020/12/06/temp_9gcOj72.png,15,"[""닭가슴살, 양파, 새송이버섯, 파프리카를 먹기 좋은 크기로 잘라서 준비해주세요."", ""그다음 새송이버섯, 파프리카를 넣어 함께 볶아주세요."", ""그리고 토마토스파게티소스를 3스푼 넣어주세요. 혹시 토마토스파게티소스가 없으면 케찹을 넣으셔도 상관없어요."", ""밥을 넣어주세요. 그리고 버터도 조금 넣어 함께 볶아주심 볶음밥이 감칠맛이 나면서 더욱 맛있답니다."", ""완성된 닭가슴살 볶음밥을 그릇에 담고 모짜렐라 치즈를 듬뿍 올려 오븐이나 전자렌지를 이용해 치즈를 녹여주심 된답니다. 전 전자렌지를 사용했어요 3분정도 돌렸네요. 집집마다 틀리니깐 전자렌지 사용시 중간 중간 체크해 주세요.""]","[""American""]",0,0,2020-12-07,,담백하고 고소한 치킨 그라탕이랍니다. 출처: https://www.10000recipe.com/recipe/6842996,14
60,돈까스,4880,blog/2020/12/04/temp_qOkNq8q.png,10,"[""돈까스를 튀겨줍니다 ^^""]","[""Korean""]",0,0,2020-12-05,,https://womentravellers.tistory.com/122,15
65,크림소스 치킨 스테이크,2480,blog/2020/12/05/temp.png,30,"[""버터를 녹인 후라이팬에 양파를 볶아주세요"", ""다른 후라이팬에 올리브유를 두르고 닭가슴살을 앞뒤로 구워주세요"", ""접시에 닭가슴살을 담고 소스를 올리고 파슬리를 뿌려주면 완성""]","[""American""]",0,0,2020-12-06,,영화속요리 10탄 줄리앤줄리아 속 크림소스 치킨스테이크 출처: https://brunch.co.kr/@ssuujin/24,14
61,김치볶음밥,0,blog/2020/12/04/temp_zzhKb1g.png,15,"[""김치를볶아줍니다."", ""밥을 넣고 고추가루를 넣습니다.""]","[""Korean""]",0,0,2020-12-05,,http://college.koreadaily.com/%ED%95%9C%EC%8B%9D%EC%9D%B4-%EA%B7%B8%EB%A6%AC%EC%9A%B8-%EB%95%8C-%EC%9E%90%EC%B7%A8%EC%83%9D-%EA%B0%84%EB%8B%A8-%EB%A0%88%EC%8B%9C%ED%94%BC-5%EA%B0%80%EC%A7%80/,15
62,스펨큐브덮밥,3000,blog/2020/12/04/temp_7oOtU3u.png,15,"[""계란을 풀고 대파와 양파를 썰어줍니다."", ""스펨을 볶고 양파도 볶고 계란을 넣고 파를 넣어줍니다.\n밥 위에 올립니다.""]","[""Korean""]",0,0,2020-12-05,,https://krtiptiptip.tistory.com/1402,15
68,도미노 포테이토피자 토스트,5660,blog/2020/12/06/temp.png,20,"[""감자는 껍질째 깨끗하게 씻은 뒤 웨지 모양으로 자른다."", ""에어프라이어 바스켓에 종이호일을 깔고, 식빵을 얹은 뒤 케첩을 바르고 양파를 올린다."", ""감자와 베이컨도 올린다.마요네즈를 두른 뒤 예열을 하지 않은 에어프라이어에 180도로 10분 돌리면 완성!""]","[""American""]",0,0,2020-12-07,,"저는 피자 중에서 포테이토피자를 가장 좋아하는데요.
특히 마요네즈가 듬뿍 올라간 도미노피자의 포테이토피자를 가장 좋아한답니다. 출처: https://www.10000recipe.com/recipe/6935427",14
63,두부덮밥,3200,blog/2020/12/04/temp_1p1B28O.png,25,"[""두부를 구워줍니다."", ""야채를 볶아줍니다."", ""둘 다 섞고 양념을 넣습니다. \n밥 위에 올립니다.""]","[""Korean""]",0,0,2020-12-05,,https://momostrip.tistory.com/362,15
66,감자구이 오믈렛,9490,blog/2020/12/05/temp_aSfm3na.png,15,"[""감자는 0.2cm 정도의 두께로 통썰기 합니다."", ""감자는 여러번 물에 헹군 다음 달구어진 팬에 기름을 두르고 감자를 넣고 앞, 뒤 노릇노릇하게 굽습니다."", ""그 다음 구워 두었던 감자를 놓고 달걀물을 마저 부은 다음 뚜껑 닫고 약불에서 천천히 익힙니다. 다 익어갈때쯤 모짜렐라치즈와 슬라이스치즈를 뿌립니다.""]","[""American""]",0,0,2020-12-06,,이색적인 브런치 감자구이 오믈렛입니다. 출처: https://www.10000recipe.com/recipe/3874774,14
64,양파덮밥,500,blog/2020/12/04/temp_ABBzXTu.png,15,"[""양파와 양념을 졸입니다."", ""파를 넣고 계란을 넣고 끌여줍니다.""]","[""Korean""]",0,0,2020-12-05,,https://blog.naver.com/rltjru/221133602907,15
70,소고기 찹스테이크,3800,blog/2020/12/06/temp_wiCyqRX.png,15,"[""소고기는 키친타올을 이용해 핏물을 제거해주세요\n그리고 올리브유1, 허브솔트, 맛술1을 넣고 밑간을 해주세요"", ""그리고 야채도 다듬어 양파와 버섯을 깍둑모양으로,\n마늘은 편으로 썰어주세요"", ""고기의 겉면이 익으면 야채를 넣고 볶아주세요""]","[""American""]",0,0,2020-12-07,,"아이들도 좋아하고 술안주로도, 홈파티메뉴로도 딱~좋은 찹스테이크에요. 출처: https://www.10000recipe.com/recipe/6864725",14
67,라구파스타,500,blog/2020/12/05/temp_r6Ev1bn.png,20,"[""냄비에 올리브오일 (그냥 오일도 가능) 적당량 넣어주시고~"", ""다짐육들 투하! 둘 다없으면 베이컨이랑 소고기도 가능하고 소고기만 해도 되고 돼지고기만 넣으셔도 됩니다 ㅎㅎ"", ""볶아주세요"", ""익히면서 다 삶은 면을 넣고\t\n섞어주시면 끝!""]","[""American""]",0,0,2020-12-06,,사람들이 잘 모르는 라구파스타입니다!! 출처: https://www.10000recipe.com/recipe/6937461,14
71,빠에야,12070,blog/2020/12/06/temp_bZP7pvu.png,60,"[""널찍한 팬에 올리브오일을 듬뿍 넣고 오징어와 새우를 먼저 익혀요\n다 익은 오징어와 새우는 따로 덜어둡니다"", ""불리지 않은 생쌀(씻기만 하세요)을 넣고 살짝 볶아요"", ""육수를 넣고 5분 정도 끓입니다\n팬을 흔들어서 쌀을 골고루 펼쳐주고 이제부터는 쌀을 건드리지마세요\n샤프론이 있다면 지금 넣으세요(안넣어도 상관없어요)"", ""해산물을 위에 올리고 약불에 15분 정도 더 익힙니다""]","[""American""]",0,0,2020-12-07,,"닭이나 토끼, 오리, 달팽이와 채소들로 만드는게 발렌시아식 정통 빠에야입니다
근데 발렌시아식 보다 더 널리 알려진건 해물빠에야지요. 출처: https://www.10000recipe.com/recipe/6938217",14
72,가지 라자냐,2590,blog/2020/12/06/temp_GVIdIrQ.png,10,"[""전자렌지 가능한 용기에 가지를 얇게 깔아 줍니다. 가지를 구워서 사용하기도 하지만 가지 두께가 얇게 때문에 굽지 않아도 괜찮더라구요"", ""마지막 윗면 피자치즈는 본인 기호대로 풍성하게 뿌려주세요. 이 상태로 랩을 씌워 5-6분 돌려주시되 한번에 다 돌리지 마시고 2분씩 끊어 돌려주시면 됩니다."", ""전자렌지 가지 라자냐가 완성되었어요. 냄새가 너무 맛있게 나는데요.""]","[""American""]",0,0,2020-12-07,,가지를 싫어하는 사람도 반할만한 전자렌지 가지 라자냐 초간단 레시피를 소개하겠습니다^^ 출처: https://www.10000recipe.com/recipe/6911891,14
73,리코타치즈 시금치탑,12080,blog/2020/12/06/temp_xdRIwVl.png,30,"[""후라이팬에 올리브유를 두르고 소금 약간, 후추 약간으로 간을 한 뒤 시금치를 센 불에서 볶아줍니다."", ""남은 우유소스에는 슬라이스 치즈 한장을 넣고 녹을 때 까지 끓여줍니다."", ""걷어낸 시금치를 반 정도 쌓아주고"", ""그 위에 리코타치즈를 쌓아줍니다. 한번 더 반복합니다."", ""흐트러지지 않게 조심스럽게 종이컵을 제거합니다.""]","[""American""]",0,0,2020-12-07,,어느 지중해요리 레시피를 보면서 만들어 본 시금치 요리입니다. 고급진 재료를 제하고 저희 집 냉장고 재료로 만들어본 요리입니다. 출처: https://www.10000recipe.com/recipe/6881749,14
77,만두소 짜장라면,3500,blog/2020/12/06/temp_Dkba0jx.png,20,"[""만두의 속을 발라주고, 대파, 양파를 네모나게 썰어준다."", ""짜장라면 1개를 끓여, 면수와 면을 분리해준다."", ""식용유를 약간 붓고, 대파와 양파를 넣어 살짝 볶아준다."", ""만두소, 짜장스프를 넣고 볶아준다. 면수를 중간중간 넣어준다."", ""라면을 넣고 마저 볶아준다.""]","[""ConvenienceStore""]",0,0,2020-12-07,,만두소를 넣어 더 풍요로워진 짜장라면,14
74,프랑스식 가자미 구이,7700,blog/2020/12/06/temp_FqpGWEa.png,20,"[""가자미에 밀가루 옷을 입혀요.\n밀가루 옷이 얇아야하니 마지막에 조심스레 털어주세요."", ""강불에 식용유 40ml + 버터40g을 녹여주세요.\n버터가 녹으며 거품이 생기고 골드컬러로 변하면 가자미를 살부분부터 익혀주세요.\n1~2분이면 되어요."", ""스파출라로 냄비 바닥을 긁어주면서 녹이면 되어요.\n녹이면 서서히 버터의 찌꺼기가 보일텐데요,\n찌꺼기가 갈색이 되면 체에 거르세요.\n향이 정말로 좋답니다!"", ""레몬즙을 뿌려뒀던 가자미 위에\n헤이즐넛 향이 나는 갈색 버터 소스를 뿌리고,\n다진 파슬리를 솔솔 뿌려주세요.\n예쁘게 레몬을 올려주면 더 좋아요. 맛있게 드세요! 본아뻬띠!""]","[""American""]",0,0,2020-12-07,,"흰살생선이 너무 먹고 싶어 장을 보러 갔다가 맛좋은 가자미를 사왔어요.
부드러운 가자미, 프랑스식으로 구워보세요 ^^ 출처: https://www.10000recipe.com/recipe/6936951",14
75,소세지김치컵밥,7200,blog/2020/12/06/temp_rv9Ea1c.png,10,"[""진간장, 설탕, 케탑, 고추장을 섞어 양념을 만든다."", ""계란 프라이 1개를 준비한다."", ""소시지바와 스트링치즈를 적당한 크기로 잘라주고,\n김치, 소시지바, 스트링치즈를 밥 위에 얹어준다."", ""전자레인지에 밥을 2분 동안 돌려준 후, 준비한 계란프라이 1개를 위에 얹어준다.""]","[""ConvenienceStore""]",0,0,2020-12-07,,편의점 음식으로 집에서 간단하게 즐길 수 있는 컵밥!,14
76,까르보짬뽕,1690,blog/2020/12/06/temp_nxdLAK7.png,15,"[""준비된 짬뽕라면의 면을 반만 익혀준다."", ""프라이팬에 짬뽕라면 향미유에 얇게 썬 양파와 마늘을 볶아준다."", ""볶아준 양파와 마늘에 우유, 슬라이스 치즈 1장을 넣어준 후 끓인다."", ""짬뽕라면과 청양고추를 넣고 마저 익혀준다.""]","[""ConvenienceStore""]",0,0,2020-12-07,,우유와 치즈로 까르보 맛을 담은 짬뽕,14
